96,26,142,147
105,193,216,156
127,91,149,38
221,213,145,17
121,211,128,184
69,156,209,98
190,74,165,176
42,23,62,121
176,88,208,180
93,45,63,101
116,120,38,80
185,205,116,171
4,56,121,32
165,124,33,67
60,199,170,11
105,77,20,191
164,123,64,144
73,143,194,149
111,115,130,172
95,24,54,100
83,111,62,78
202,62,74,167
206,48,179,182
149,100,121,37
94,51,186,49
92,212,136,142
137,203,154,150
80,96,145,177
216,81,121,166
26,111,223,26
25,190,143,35
69,55,139,31
83,213,157,96
8,35,186,22
214,131,127,218
3,98,129,3
129,156,8,77
150,197,79,34
110,183,142,216
77,159,24,189
46,204,66,90
228,21,205,214
109,72,222,30
125,166,61,150
196,12,151,148
123,40,191,171
212,24,78,60
114,20,177,32
58,111,28,18
107,182,160,69
91,155,118,203
25,206,132,209
70,167,91,69
113,96,23,2
72,191,2,58
116,4,227,47
148,23,65,167
191,95,91,110
221,72,206,184
166,7,223,18
103,160,115,169
173,42,197,213
132,105,204,69
62,149,31,171
189,139,182,55
177,36,66,128
189,114,156,17
21,54,170,29
184,105,96,194
113,116,121,102
50,9,138,14
125,144,2,20
131,131,7,125
17,65,183,209
223,62,228,199
78,70,184,36
192,101,66,112
82,172,175,215
27,27,31,200
50,146,85,140
49,23,61,50
46,209,202,177
220,99,97,184
194,149,22,67
199,209,69,36
163,185,136,41
67,61,191,202
35,214,68,60
131,39,14,211
175,112,198,97
213,111,54,215
77,141,30,171
149,138,129,207
185,37,60,28
70,165,104,91
10,207,18,137
43,59,144,218
116,150,46,199
183,35,189,175
226,176,192,211
72,6,4,75
76,138,13,112
86,13,61,189
27,35,98,102
156,103,228,7
67,31,141,46
92,75,56,128
24,123,130,72
47,162,132,155
175,156,57,0
142,64,144,61
71,8,204,103
206,85,125,214
25,6,60,180
11,193,157,77
225,157,202,71
101,77,19,27
198,174,150,201
122,27,20,0
198,127,28,106
203,5,116,133
82,71,109,200
211,21,141,101
174,30,126,124
187,22,31,209
181,140,89,195
27,130,210,29
203,50,141,181
47,125,10,159
136,15,9,49
160,136,7,104
72,172,211,208
20,114,95,135
183,94,199,5
66,97,45,26
22,93,83,0
59,159,193,145
150,175,89,155
34,155,192,79
51,89,40,120
126,39,162,68
68,169,115,116
34,78,20,2
77,159,181,159
207,197,206,52
108,62,10,65
2,167,0,179
67,48,21,47
29,198,184,150
5,28,169,145
36,155,164,63
28,43,177,86
147,13,43,190
